101 17 7
1.0 -1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 -1.0 -1.0 1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 -1.0 -1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 1.0 -1.0 1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 -1.0 -1.0 1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 1.0 -1.0 1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 -1.0 -1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 1.0 -1.0 1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 -1.0 -1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 1.0 1.0 1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 -1.0 -1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 -1.0 1.0 -1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 1.0 -1.0 1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 -1.0 -1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 1.0 -1.0 1.0 0.0 
-1.0 -1.0 -1.0 1.0 -1.0 1.0 1.0 1.0 1.0 1.0 -1.0 1.0 -1.0 1.0 -1.0 1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 -1.0 -1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 1.0 -1.0 1.0 0.0 
1.0 -1.0 -1.0 1.0 1.0 -1.0 -1.0 1.0 1.0 1.0 -1.0 -1.0 -0.5 1.0 -1.0 -1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 -1.0 -1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 1.0 -1.0 1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 1.0 1.0 -1.0 -1.0 -0.5 -1.0 1.0 1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 -1.0 -1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 1.0 1.0 1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 -1.0 -1.0 1.0 1.0 1.0 -1.0 -1.0 -0.5 -1.0 -1.0 1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 -1.0 -1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 1.0 1.0 -1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 -1.0 -1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 1.0 -1.0 -1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 1.0 -1.0 1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 1.0 -1.0 1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 1.0 -1.0 1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 1.0 1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 1.0 -1.0 1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 1.0 -1.0 -1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 1.0 -1.0 1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 1.0 -1.0 -1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 -1.0 -1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 1.0 -1.0 1.0 0.0 
1.0 -1.0 1.0 1.0 -1.0 1.0 1.0 -1.0 1.0 1.0 -1.0 -1.0 0.0 1.0 -1.0 1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 1.0 -1.0 1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 -1.0 -1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 1.0 1.0 1.0 0.0 
-1.0 -1.0 -1.0 1.0 -1.0 1.0 1.0 1.0 1.0 1.0 -1.0 1.0 -1.0 1.0 -1.0 1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 1.0 -1.0 1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 1.0 1.0 1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 1.0 -1.0 1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 -1.0 -1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 1.0 1.0 1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 1.0 1.0 1.0 1.0 1.0 -1.0 1.0 -1.0 -1.0 -1.0 1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 1.0 1.0 1.0 1.0 1.0 -1.0 1.0 -0.5 1.0 -1.0 1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 -1.0 -1.0 1.0 1.0 1.0 -1.0 -1.0 -0.5 1.0 -1.0 -1.0 0.0 
1.0 -1.0 -1.0 1.0 1.0 -1.0 -1.0 1.0 1.0 1.0 -1.0 -1.0 -0.5 1.0 -1.0 -1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 -1.0 -1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 1.0 -1.0 -1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 -1.0 -1.0 1.0 1.0 1.0 -1.0 -1.0 -0.5 1.0 -1.0 1.0 0.0 
1.0 -1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 1.0 -1.0 1.0 0.0 
-1.0 1.0 1.0 -1.0 1.0 -1.0 -1.0 -1.0 1.0 1.0 -1.0 -1.0 -0.5 1.0 1.0 -1.0 1.0 
-1.0 1.0 1.0 -1.0 1.0 -1.0 1.0 -1.0 1.0 1.0 -1.0 -1.0 -0.5 1.0 -1.0 -1.0 1.0 
-1.0 1.0 1.0 -1.0 1.0 -1.0 -1.0 -1.0 1.0 1.0 -1.0 -1.0 -0.5 1.0 1.0 -1.0 1.0 
-1.0 1.0 1.0 -1.0 1.0 1.0 -1.0 -1.0 1.0 1.0 -1.0 -1.0 -0.5 1.0 -1.0 -1.0 1.0 
-1.0 1.0 1.0 -1.0 1.0 -1.0 -1.0 -1.0 1.0 1.0 -1.0 -1.0 -0.5 1.0 -1.0 1.0 1.0 
-1.0 1.0 1.0 -1.0 1.0 1.0 1.0 -1.0 1.0 1.0 -1.0 -1.0 -0.5 1.0 -1.0 -1.0 1.0 
-1.0 1.0 1.0 -1.0 1.0 -1.0 1.0 -1.0 1.0 1.0 -1.0 -1.0 -0.5 1.0 -1.0 -1.0 1.0 
-1.0 1.0 1.0 -1.0 -1.0 -1.0 1.0 -1.0 1.0 1.0 -1.0 -1.0 -0.5 1.0 -1.0 -1.0 1.0 
-1.0 1.0 1.0 -1.0 1.0 -1.0 -1.0 -1.0 1.0 1.0 -1.0 -1.0 -0.5 1.0 -1.0 -1.0 1.0 
-1.0 1.0 1.0 -1.0 -1.0 -1.0 -1.0 -1.0 1.0 1.0 -1.0 -1.0 -0.5 1.0 -1.0 1.0 1.0 
-1.0 1.0 1.0 -1.0 1.0 -1.0 -1.0 -1.0 1.0 1.0 -1.0 -1.0 -0.5 1.0 1.0 -1.0 1.0 
-1.0 1.0 1.0 -1.0 -1.0 1.0 1.0 -1.0 1.0 1.0 -1.0 -1.0 -0.5 1.0 -1.0 1.0 1.0 
-1.0 1.0 1.0 -1.0 1.0 -1.0 -1.0 -1.0 1.0 1.0 -1.0 -1.0 -0.5 1.0 -1.0 -1.0 1.0 
-1.0 1.0 1.0 -1.0 -1.0 -1.0 1.0 -1.0 1.0 1.0 -1.0 -1.0 -0.5 1.0 -1.0 1.0 1.0 
-1.0 1.0 1.0 -1.0 1.0 1.0 1.0 -1.0 1.0 1.0 -1.0 -1.0 -0.5 1.0 -1.0 -1.0 1.0 
-1.0 1.0 1.0 -1.0 1.0 1.0 1.0 -1.0 1.0 1.0 -1.0 -1.0 -0.5 1.0 -1.0 -1.0 1.0 
-1.0 1.0 1.0 -1.0 1.0 -1.0 -1.0 -1.0 1.0 1.0 -1.0 -1.0 -0.5 1.0 -1.0 -1.0 1.0 
-1.0 1.0 1.0 -1.0 1.0 1.0 -1.0 -1.0 1.0 1.0 -1.0 -1.0 -0.5 1.0 -1.0 1.0 1.0 
-1.0 1.0 1.0 -1.0 1.0 -1.0 1.0 -1.0 1.0 1.0 -1.0 -1.0 -0.5 1.0 -1.0 1.0 1.0 
-1.0 -1.0 1.0 -1.0 -1.0 -1.0 1.0 1.0 1.0 1.0 1.0 -1.0 -1.0 1.0 -1.0 -1.0 2.0 
-1.0 -1.0 -1.0 -1.0 -1.0 1.0 1.0 1.0 1.0 -1.0 1.0 -1.0 -1.0 1.0 -1.0 -1.0 2.0 
-1.0 -1.0 1.0 -1.0 -1.0 -1.0 1.0 1.0 1.0 1.0 -1.0 -1.0 -1.0 1.0 -1.0 -1.0 2.0 
-1.0 -1.0 1.0 -1.0 -1.0 -1.0 -1.0 -1.0 1.0 1.0 -1.0 -1.0 0.0 1.0 -1.0 1.0 2.0 
-1.0 -1.0 1.0 -1.0 -1.0 -1.0 1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 1.0 -1.0 -1.0 2.0 
-1.0 1.0 1.0 -1.0 1.0 -1.0 -1.0 -1.0 1.0 1.0 -1.0 -1.0 -0.5 1.0 -1.0 -1.0 2.0 
-1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 1.0 1.0 -1.0 -1.0 1.0 -1.0 1.0 -1.0 -1.0 3.0 
-1.0 -1.0 1.0 -1.0 -1.0 1.0 -1.0 1.0 1.0 -1.0 -1.0 1.0 -1.0 1.0 1.0 -1.0 3.0 
-1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 1.0 1.0 -1.0 -1.0 1.0 -1.0 1.0 -1.0 -1.0 3.0 
-1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 1.0 1.0 -1.0 -1.0 1.0 -1.0 1.0 -1.0 -1.0 3.0 
-1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 1.0 1.0 -1.0 -1.0 1.0 -1.0 1.0 -1.0 1.0 3.0 
-1.0 -1.0 1.0 -1.0 -1.0 1.0 -1.0 1.0 1.0 -1.0 -1.0 1.0 -1.0 1.0 -1.0 -1.0 3.0 
-1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 1.0 1.0 -1.0 -1.0 1.0 -1.0 1.0 -1.0 -1.0 3.0 
-1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 1.0 1.0 -1.0 -1.0 1.0 -1.0 1.0 -1.0 1.0 3.0 
-1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 1.0 1.0 -1.0 -1.0 1.0 -1.0 1.0 -1.0 -1.0 3.0 
-1.0 -1.0 1.0 -1.0 -1.0 1.0 -1.0 1.0 1.0 -1.0 -1.0 1.0 -1.0 1.0 -1.0 -1.0 3.0 
-1.0 -1.0 1.0 -1.0 -1.0 1.0 -1.0 1.0 1.0 -1.0 -1.0 1.0 -1.0 1.0 -1.0 -1.0 3.0 
-1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 1.0 1.0 -1.0 1.0 1.0 -1.0 1.0 -1.0 1.0 3.0 
-1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 1.0 1.0 -1.0 -1.0 1.0 -1.0 1.0 -1.0 1.0 3.0 
-1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 -1.0 -1.0 -1.0 4.0 
-1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 1.0 1.0 1.0 1.0 -1.0 0.0 -1.0 -1.0 -1.0 4.0 
-1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 1.0 -1.0 -1.0 4.0 
-1.0 -1.0 1.0 -1.0 -1.0 1.0 -1.0 1.0 1.0 1.0 -1.0 -1.0 0.0 -1.0 -1.0 -1.0 4.0 
-1.0 -1.0 1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 1.0 -1.0 -1.0 0.5 -1.0 -1.0 -1.0 5.0 
-1.0 -1.0 1.0 -1.0 1.0 -1.0 -1.0 -1.0 -1.0 1.0 -1.0 -1.0 0.5 -1.0 -1.0 -1.0 5.0 
1.0 -1.0 1.0 -1.0 1.0 -1.0 -1.0 -1.0 -1.0 1.0 1.0 -1.0 0.5 -1.0 1.0 -1.0 5.0 
1.0 -1.0 1.0 -1.0 1.0 -1.0 -1.0 -1.0 -1.0 1.0 -1.0 -1.0 0.5 -1.0 -1.0 -1.0 5.0 
-1.0 -1.0 1.0 -1.0 1.0 -1.0 1.0 -1.0 -1.0 1.0 -1.0 -1.0 0.5 -1.0 -1.0 -1.0 5.0 
1.0 -1.0 1.0 -1.0 1.0 -1.0 -1.0 -1.0 -1.0 1.0 -1.0 -1.0 0.5 -1.0 -1.0 -1.0 5.0 
-1.0 -1.0 1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 1.0 -1.0 -1.0 0.5 -1.0 -1.0 -1.0 5.0 
1.0 -1.0 1.0 -1.0 1.0 -1.0 -1.0 -1.0 -1.0 1.0 1.0 -1.0 0.5 -1.0 -1.0 -1.0 5.0 
-1.0 -1.0 1.0 -1.0 -1.0 -1.0 1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 6.0 
-1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 -1.0 -1.0 -1.0 -1.0 -1.0 0.0 -1.0 -1.0 -1.0 6.0 
-1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 -1.0 -1.0 -1.0 -1.0 -1.0 0.5 -1.0 -1.0 -1.0 6.0 
-1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 -1.0 -1.0 -1.0 -1.0 -1.0 0.5 -1.0 -1.0 -1.0 6.0 
-1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 -1.0 -1.0 -1.0 -1.0 -1.0 1.0 -1.0 -1.0 1.0 6.0 
-1.0 -1.0 -1.0 -1.0 -1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 -1.0 1.0 1.0 -1.0 -1.0 6.0 
-1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 -1.0 -1.0 -1.0 1.0 -1.0 -1.0 -1.0 -1.0 -1.0 6.0 
-1.0 -1.0 1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 6.0 
-1.0 -1.0 1.0 -1.0 -1.0 1.0 1.0 -1.0 -1.0 -1.0 -1.0 -1.0 0.25 -1.0 -1.0 -1.0 6.0 
-1.0 -1.0 1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 6.0 
