178 14 4
1.0 0.68421052 -0.61660079 0.14438502 -0.48453608 0.23913043 0.25517241 0.14767932 -0.43396226 0.18611987 -0.25597269 -0.08943089 0.94139194 0.12268188 
1.0 0.14210526 -0.5889328 -0.1657754 -0.93814432 -0.34782608 0.15172413 0.02109704 -0.50943396 -0.4511041 -0.47098976 -0.07317073 0.56043956 0.10128388 
1.0 0.12105263 -0.35968379 0.40106951 -0.17525773 -0.32608695 0.25517241 0.22362869 -0.35849056 0.51419558 -0.24914675 -0.10569105 0.39194139 0.2938659 
1.0 0.75789473 -0.52173913 0.21925133 -0.36082474 -0.06521739 0.97931034 0.32911392 -0.58490566 0.11671924 0.11262798 -0.38211382 0.59706959 0.71469329 
1.0 0.16315789 -0.2687747 0.61497326 0.07216494 0.04347826 0.25517241 -0.00843881 -0.01886792 -0.11041009 -0.48122866 -0.08943089 0.21611721 -0.34807417 
1.0 0.66842105 -0.59683794 0.1657754 -0.52577319 -0.08695652 0.57931034 0.28691983 -0.20754716 -0.01577287 -0.0665529 -0.07317073 0.15750915 0.67189728 
1.0 0.76842105 -0.55335968 0.1657754 -0.58762886 -0.4347826 0.04827586 -0.08016877 -0.35849056 -0.00946372 -0.32252559 -0.12195121 0.69230769 0.44365192 
1.0 0.59473684 -0.44268774 0.33689839 -0.27835051 0.10869565 0.11724137 -0.08438818 -0.32075471 -0.47003154 -0.35665529 -0.05691056 0.69230769 0.45078459 
1.0 1.0 -0.64426877 -0.13368983 -0.64948453 -0.41304347 0.25517241 0.11392405 -0.39622641 -0.00946372 -0.33105802 -0.02439024 0.15750915 0.09415121 
1.0 0.48947368 -0.75889328 -0.02673796 -0.44329896 -0.39130434 0.37931034 0.185654 -0.66037735 -0.09148264 0.01365187 -0.13821138 0.67032967 0.09415121 
1.0 0.61578947 -0.43873517 0.00534759 -0.2371134 -0.23913043 0.35862068 0.25738396 -0.66037735 0.2429022 -0.23720136 0.25203252 0.39194139 0.7574893 
1.0 0.62631578 -0.70750988 0.02673796 -0.36082474 -0.45652173 -0.15862068 -0.11814345 -0.50943396 -0.2681388 -0.36518771 0.12195121 0.13553113 0.42938659 
1.0 0.43157894 -0.60869565 0.12299465 -0.44329896 -0.58695652 0.11724137 0.02109704 -0.39622641 -0.11671924 -0.26279863 0.08943089 0.19413919 0.48644793 
1.0 0.95789473 -0.60869565 0.10160427 -0.91752577 -0.54347826 0.46206896 0.4135021 0.13207547 0.51419558 -0.29692832 0.25203252 0.06959706 0.24393723 
1.0 0.76315789 -0.55335968 0.09090909 -0.8556701 -0.30434782 0.59999999 0.39240506 -0.39622641 0.6088328 0.06143344 0.1707317 0.26739926 0.81027104 
